order_id,customer_id,amount,quantity,category,city,country,order_date
488,388,106.46,2,Clothing,Chicago,USA,2023-11-07
489,106,109.73,3,Clothing,Lyon,France,2023-01-09
490,247,87.65,3,Clothing,Chicago,USA,2023-08-14
491,394,53.89,1,Electronics,Toronto,Canada,2023-05-21
492,379,152.77,3,Home,Manchester,UK,2023-02-14
493,296,63.41,1,Books,Toronto,Canada,2023-12-24
494,123,160.19,3,Home,LA,USA,2023-09-25
495,16,10.39,1,Clothing,Manchester,UK,2023-09-04
496,386,16.4,1,Clothing,London,UK,2023-02-02
497,11,90.42,2,Electronics,Lyon,France,2023-05-31
498,495,68.45,3,Home,NYC,USA,2023-04-03
499,64,112.26,3,Electronics,Vancouver,Canada,2023-06-22
500,338,112.52,2,Books,LA,USA,2023-01-09
501,184,187.86,2,Home,Chicago,USA,2023-02-06
502,81,70.92,3,Clothing,Lyon,France,2023-07-30
503,251,56.49,4,Home,Berlin,Germany,2023-11-04
504,96,115.35,3,Electronics,Lyon,France,2023-09-05
505,332,112.08,3,Books,Vancouver,Canada,2023-01-27
506,253,135.23,3,Electronics,Lyon,France,2023-07-01
507,486,69.63,3,Clothing,Vancouver,Canada,2023-03-20
508,91,94.14,1,Home,Munich,Germany,2023-12-27
509,184,90.11,4,Electronics,LA,USA,2023-09-20
510,54,54.98,2,Books,Vancouver,Canada,2023-06-20
511,405,50.44,3,Clothing,NYC,USA,2023-08-23
512,257,156.73,2,Home,LA,USA,2023-02-09
513,318,133.0,3,Electronics,Manchester,UK,2023-05-14
514,137,79.3,1,Books,Chicago,USA,2023-01-20
515,427,90.16,3,Electronics,Toronto,Canada,2023-02-15
516,1,61.84,2,Home,Chicago,USA,2023-12-02
517,97,49.64,1,Home,NYC,USA,2023-06-15
518,64,51.61,3,Electronics,Vancouver,Canada,2023-07-29
519,226,42.93,3,Electronics,NYC,USA,2023-06-09
520,290,81.79,1,Home,Chicago,USA,2023-04-10
521,343,101.16,2,Books,Berlin,Germany,2023-09-05
522,72,5.0,2,Home,Chicago,USA,2023-12-11
523,470,133.34,3,Clothing,Berlin,Germany,2023-06-03
524,429,61.9,1,Books,Chicago,USA,2023-11-08
525,215,85.52,3,Clothing,Berlin,Germany,2023-11-21
526,388,150.19,1,Clothing,NYC,USA,2023-02-18
527,422,108.78,1,Clothing,NYC,USA,2023-06-21
528,397,91.4,1,Clothing,NYC,USA,2023-03-12
529,426,82.72,1,Clothing,Paris,France,2023-03-10
530,272,55.11,3,Clothing,Chicago,USA,2023-10-21
531,126,115.5,1,Home,NYC,USA,2023-02-15
532,172,25.6,5,Books,NYC,USA,2023-01-19
533,174,70.48,3,Books,Toronto,Canada,2023-05-14
534,143,76.63,1,Books,LA,USA,2023-11-14
535,460,27.8,1,Clothing,Toronto,Canada,2023-10-25
536,463,39.79,3,Electronics,Manchester,UK,2023-12-07
537,162,110.38,2,Clothing,LA,USA,2023-09-04
538,137,43.47,2,Books,NYC,USA,2023-08-24
539,130,48.81,2,Electronics,London,UK,2023-06-28
540,216,7.73,2,Clothing,LA,USA,2023-12-31
541,462,107.08,3,Clothing,Lyon,France,2023-09-17
542,375,52.47,2,Electronics,Vancouver,Canada,2023-04-11
543,466,79.45,1,Clothing,Chicago,USA,2023-09-05
544,422,56.79,1,Electronics,NYC,USA,2023-06-18
545,237,13.04,1,Clothing,Vancouver,Canada,2023-05-29
546,290,60.53,1,Home,LA,USA,2023-06-06
547,15,92.45,2,Clothing,NYC,USA,2023-05-11
548,358,75.3,2,Clothing,Berlin,Germany,2023-05-27
549,420,140.82,2,Clothing,NYC,USA,2023-02-06
550,150,58.86,2,Home,Chicago,USA,2023-01-27
551,202,5.0,1,Clothing,NYC,USA,2023-08-25
552,138,90.67,1,Electronics,Berlin,Germany,2023-08-28
553,215,73.67,1,Home,Berlin,Germany,2023-04-27
554,63,45.56,2,Books,LA,USA,2023-01-09
555,276,56.07,1,Books,NYC,USA,2023-11-10
556,332,72.59,1,Clothing,Vancouver,Canada,2023-08-20
557,175,34.96,1,Clothing,London,UK,2023-04-17
558,278,84.93,3,Clothing,Lyon,France,2023-02-24
559,463,99.85,1,Home,Manchester,UK,2023-10-30
560,55,110.03,1,Electronics,London,UK,2023-06-11
561,262,132.95,1,Clothing,London,UK,2023-08-16
562,445,61.82,1,Electronics,Manchester,UK,2023-11-17
563,72,20.55,3,Books,Chicago,USA,2023-06-16
564,109,34.02,2,Home,Lyon,France,2023-04-29
565,33,80.91,1,Clothing,Vancouver,Canada,2023-08-29
566,81,76.14,2,Clothing,Lyon,France,2023-03-20
567,329,96.18,2,Books,Toronto,Canada,2023-08-30
568,394,59.08,2,Clothing,Vancouver,Canada,2023-09-22
569,492,123.64,2,Clothing,Manchester,UK,2023-08-18
570,492,110.01,2,Books,Manchester,UK,2023-08-28
571,329,50.15,1,Home,Vancouver,Canada,2023-08-17
572,114,5.0,1,Clothing,Chicago,USA,2023-09-18
573,112,55.6,1,Electronics,NYC,USA,2023-05-06
574,5,155.07,3,Books,LA,USA,2023-08-17
575,405,74.34,1,Clothing,NYC,USA,2023-01-22
576,233,9.59,1,Home,Manchester,UK,2023-03-23
577,326,85.07,1,Books,NYC,USA,2023-07-22
578,95,131.56,3,Home,Paris,France,2023-09-14
579,245,13.62,1,Clothing,LA,USA,2023-12-30
580,177,124.7,2,Books,Munich,Germany,2023-03-02
581,470,129.75,3,Books,Berlin,Germany,2023-10-25
582,202,100.97,1,Books,Chicago,USA,2023-03-13
583,33,63.44,3,Clothing,Toronto,Canada,2023-08-06
584,460,5.0,2,Books,Toronto,Canada,2023-08-11
585,395,133.93,2,Electronics,Toronto,Canada,2023-11-07
586,426,78.58,1,Electronics,Paris,France,2023-11-23
587,384,121.27,3,Electronics,Toronto,Canada,2023-03-05
588,159,52.46,1,Electronics,Chicago,USA,2023-10-31
589,484,175.44,3,Clothing,Berlin,Germany,2023-10-09
590,61,72.23,1,Clothing,Manchester,UK,2023-08-08
591,255,35.1,1,Electronics,Toronto,Canada,2023-03-18
592,461,134.06,4,Electronics,Paris,France,2023-07-03
593,189,85.6,1,Home,London,UK,2023-08-12
594,112,122.75,1,Books,Chicago,USA,2023-03-05
595,208,81.34,1,Clothing,Manchester,UK,2023-07-09
596,392,36.62,1,Clothing,Toronto,Canada,2023-10-04
597,418,62.28,1,Books,Toronto,Canada,2023-11-25
598,322,88.12,1,Electronics,Manchester,UK,2023-01-09
599,439,102.63,2,Electronics,Manchester,UK,2023-07-30
600,255,53.44,1,Books,Toronto,Canada,2023-12-08
601,42,143.64,2,Electronics,Paris,France,2023-05-29
602,254,30.64,1,Clothing,Chicago,USA,2023-07-21
603,292,5.0,2,Home,Toronto,Canada,2023-03-07
604,150,70.72,1,Home,Chicago,USA,2023-07-02
605,263,38.08,1,Books,Berlin,Germany,2023-01-15
606,282,107.63,2,Home,Toronto,Canada,2023-11-24
607,388,114.68,3,Electronics,LA,USA,2023-12-25
608,237,97.14,1,Clothing,Vancouver,Canada,2023-08-04
609,155,80.35,1,Electronics,LA,USA,2023-11-13
610,208,53.2,1,Books,London,UK,2023-02-15
611,441,28.49,3,Electronics,London,UK,2023-09-29
612,88,85.55,2,Clothing,Lyon,France,2023-07-12
613,223,62.53,1,Electronics,LA,USA,2023-02-15
614,434,110.5,3,Clothing,Vancouver,Canada,2023-08-11
615,104,91.82,1,Home,Vancouver,Canada,2023-09-03
616,222,97.56,2,Electronics,Vancouver,Canada,2023-03-04
617,418,24.09,2,Electronics,Toronto,Canada,2023-05-02
618,465,149.38,2,Electronics,Toronto,Canada,2023-12-18
619,382,60.99,1,Electronics,Chicago,USA,2023-05-03
620,147,115.39,1,Electronics,Toronto,Canada,2023-02-07
621,215,89.92,2,Electronics,Berlin,Germany,2023-02-03
622,118,46.0,2,Clothing,Lyon,France,2023-09-18
623,298,100.33,2,Clothing,Munich,Germany,2023-04-10
624,70,45.31,2,Clothing,Vancouver,Canada,2023-08-27
625,22,59.5,2,Clothing,Lyon,France,2023-08-28
626,32,53.08,2,Home,Chicago,USA,2023-08-08
627,177,114.44,3,Clothing,Berlin,Germany,2023-05-27
628,78,25.84,1,Clothing,Vancouver,Canada,2023-11-14
629,65,99.95,2,Home,Munich,Germany,2023-11-08
630,430,57.97,3,Books,Manchester,UK,2023-03-06
631,284,68.61,1,Clothing,Chicago,USA,2023-12-13
632,100,110.26,1,Clothing,Lyon,France,2023-08-11
633,370,112.81,2,Books,NYC,USA,2023-12-27
634,292,51.9,1,Electronics,Vancouver,Canada,2023-07-22
635,37,33.33,1,Books,Manchester,UK,2023-01-14
636,500,60.79,2,Clothing,Vancouver,Canada,2023-04-02
637,487,52.86,2,Electronics,LA,USA,2023-01-29
638,459,151.23,3,Books,Chicago,USA,2023-11-12
639,176,55.93,1,Home,Paris,France,2023-10-08
640,219,8.12,1,Electronics,London,UK,2023-02-28
641,203,78.79,1,Home,Toronto,Canada,2023-03-28
642,139,30.75,3,Clothing,Chicago,USA,2023-04-19
643,189,14.22,2,Electronics,London,UK,2023-06-23
644,457,58.71,2,Home,London,UK,2023-12-05
645,314,64.2,1,Books,Lyon,France,2023-01-12
646,39,62.71,1,Home,London,UK,2023-06-06
647,195,155.22,3,Home,Chicago,USA,2023-10-28
648,16,94.88,1,Electronics,Manchester,UK,2023-09-21
649,81,112.2,1,Books,Paris,France,2023-12-14
650,95,77.77,3,Electronics,Paris,France,2023-06-16
651,145,29.41,1,Clothing,Lyon,France,2023-02-13
652,217,46.13,3,Books,NYC,USA,2023-01-15
653,259,65.86,2,Clothing,Vancouver,Canada,2023-05-24
654,365,18.05,1,Home,Chicago,USA,2023-04-08
655,55,24.0,2,Clothing,Manchester,UK,2023-05-02
656,16,36.47,4,Clothing,Manchester,UK,2023-06-28
657,382,64.93,2,Home,Chicago,USA,2023-04-19
658,409,101.56,3,Clothing,Lyon,France,2023-08-29
659,159,107.66,1,Electronics,LA,USA,2023-01-17
660,472,54.42,3,Home,Paris,France,2023-09-27
661,142,134.55,1,Clothing,Chicago,USA,2023-08-31
662,223,76.93,4,Electronics,Chicago,USA,2023-12-07
663,308,75.62,2,Electronics,Vancouver,Canada,2023-08-22
664,343,96.15,3,Electronics,Berlin,Germany,2023-10-23
665,72,67.23,1,Books,Chicago,USA,2023-08-24
666,32,38.75,2,Electronics,Chicago,USA,2023-03-18
667,49,81.47,1,Clothing,London,UK,2023-12-07
668,184,113.98,2,Electronics,LA,USA,2023-05-31
669,315,53.2,3,Clothing,Munich,Germany,2023-06-18
670,431,77.98,2,Electronics,LA,USA,2023-04-04
671,425,71.25,1,Home,NYC,USA,2023-07-13
672,182,47.99,2,Clothing,LA,USA,2023-02-06
673,333,146.66,4,Home,Vancouver,Canada,2023-08-15
674,89,29.41,3,Clothing,London,UK,2023-04-02
675,108,38.02,2,Clothing,Berlin,Germany,2023-02-20
676,100,89.3,1,Home,Lyon,France,2023-07-09
677,419,20.35,2,Books,LA,USA,2023-06-25
678,185,50.07,2,Clothing,Berlin,Germany,2023-08-07
679,21,101.43,1,Books,Munich,Germany,2023-02-19
680,228,40.13,2,Electronics,Paris,France,2023-08-30
681,143,75.2,1,Electronics,Chicago,USA,2023-04-05
682,465,173.55,3,Home,Vancouver,Canada,2023-04-01
683,309,33.87,1,Electronics,LA,USA,2023-10-24
684,10,46.53,2,Electronics,Berlin,Germany,2023-12-25
685,299,11.59,3,Clothing,Chicago,USA,2023-08-05
686,163,51.47,1,Clothing,London,UK,2023-04-18
687,288,104.48,2,Clothing,London,UK,2023-07-29
688,5,86.7,2,Clothing,NYC,USA,2023-07-29
689,251,80.4,1,Home,Berlin,Germany,2023-07-14
690,275,51.1,1,Clothing,NYC,USA,2023-09-16
691,303,97.14,2,Books,Berlin,Germany,2023-11-15
692,114,92.18,3,Electronics,LA,USA,2023-06-11
693,139,28.82,1,Books,NYC,USA,2023-05-05
694,368,64.57,2,Clothing,Chicago,USA,2023-03-07
695,487,5.0,1,Electronics,LA,USA,2023-02-09
696,356,92.34,3,Books,LA,USA,2023-10-14
697,27,7.57,1,Electronics,LA,USA,2023-12-26
698,442,110.89,1,Electronics,Chicago,USA,2023-03-16
699,354,83.86,1,Clothing,Lyon,France,2023-07-11
700,8,52.8,1,Books,Lyon,France,2023-04-04
701,300,59.17,1,Home,Chicago,USA,2023-09-07
702,181,24.96,2,Electronics,Chicago,USA,2023-07-30
703,144,127.25,2,Electronics,Chicago,USA,2023-09-30
704,293,79.98,2,Electronics,Munich,Germany,2023-10-08
705,53,72.33,1,Home,Lyon,France,2023-03-02
706,375,97.25,2,Home,Vancouver,Canada,2023-01-20
707,173,88.1,1,Clothing,Chicago,USA,2023-02-02
708,208,34.05,2,Books,Manchester,UK,2023-10-09
709,445,37.31,3,Electronics,Manchester,UK,2023-07-07
710,414,94.52,1,Books,Paris,France,2023-01-24
711,155,104.45,3,Books,NYC,USA,2023-12-30
712,162,136.41,3,Home,NYC,USA,2023-09-06
713,384,126.9,4,Books,Vancouver,Canada,2023-01-24
714,458,44.75,1,Books,London,UK,2023-11-24
715,182,80.72,1,Home,Chicago,USA,2023-01-19
716,484,107.2,2,Books,Berlin,Germany,2023-02-01
717,163,72.32,1,Electronics,Manchester,UK,2023-09-06
718,41,88.18,3,Clothing,Chicago,USA,2023-08-13
719,322,5.0,1,Electronics,London,UK,2023-12-25
720,264,98.16,2,Clothing,Toronto,Canada,2023-09-22
721,436,123.79,1,Home,Paris,France,2023-07-09
722,122,12.65,2,Home,Chicago,USA,2023-06-19
723,380,101.83,1,Books,Manchester,UK,2023-02-07
724,313,68.85,2,Clothing,Munich,Germany,2023-06-01
725,400,60.31,1,Books,LA,USA,2023-11-17
726,353,47.2,2,Clothing,Chicago,USA,2023-01-28
727,323,14.45,2,Clothing,Manchester,UK,2023-06-02
728,101,113.06,1,Home,London,UK,2023-09-21
729,58,107.14,1,Electronics,Toronto,Canada,2023-05-06
730,263,66.3,2,Clothing,Berlin,Germany,2023-08-27
731,311,83.18,2,Clothing,Munich,Germany,2023-01-28
732,100,50.66,2,Clothing,Paris,France,2023-06-18
733,53,44.76,1,Books,Lyon,France,2023-09-06
734,498,12.34,1,Electronics,LA,USA,2023-10-27
735,421,72.54,2,Books,Lyon,France,2023-07-28
736,16,48.75,1,Clothing,London,UK,2023-10-29
737,235,74.68,2,Electronics,Chicago,USA,2023-07-30
738,60,80.18,1,Books,London,UK,2023-03-06
739,11,84.04,2,Books,Lyon,France,2023-09-17
740,480,7.61,1,Electronics,Chicago,USA,2023-11-04
741,481,85.73,2,Home,London,UK,2023-07-13
742,14,35.57,4,Clothing,Chicago,USA,2023-01-23
743,103,110.9,2,Clothing,Manchester,UK,2023-04-08
744,441,76.52,2,Electronics,Manchester,UK,2023-12-17
745,284,70.69,2,Clothing,NYC,USA,2023-08-24
746,399,36.28,1,Clothing,Munich,Germany,2023-01-04
747,70,66.96,1,Home,Vancouver,Canada,2023-09-24
748,409,56.42,3,Electronics,Lyon,France,2023-04-23
749,299,54.58,1,Clothing,NYC,USA,2023-08-21
750,328,25.19,3,Electronics,LA,USA,2023-10-25
751,447,49.88,1,Clothing,NYC,USA,2023-10-09
752,327,146.01,3,Electronics,Munich,Germany,2023-06-07
753,106,76.57,1,Clothing,Lyon,France,2023-11-10
754,8,34.97,2,Books,Paris,France,2023-03-29
755,38,32.74,2,Clothing,Munich,Germany,2023-05-22
756,24,94.97,3,Electronics,Chicago,USA,2023-10-03
757,182,39.73,1,Clothing,LA,USA,2023-04-02
758,414,91.6,3,Electronics,Paris,France,2023-05-18
759,268,98.68,1,Home,Lyon,France,2023-06-20
760,454,83.18,3,Home,NYC,USA,2023-11-11
761,179,33.72,1,Clothing,Chicago,USA,2023-08-14
762,328,104.35,4,Books,Chicago,USA,2023-09-14
763,461,107.88,4,Electronics,Paris,France,2023-06-12
764,412,170.02,4,Home,Manchester,UK,2023-02-18
765,322,99.01,2,Electronics,Manchester,UK,2023-07-27
766,462,61.24,3,Electronics,Paris,France,2023-01-08
767,458,58.6,2,Electronics,Manchester,UK,2023-10-28
768,213,134.15,2,Home,Chicago,USA,2023-07-12
769,234,81.24,1,Clothing,Berlin,Germany,2023-09-19
770,216,95.17,3,Electronics,LA,USA,2023-01-14
771,469,138.98,3,Books,Paris,France,2023-11-18
772,202,48.75,3,Home,NYC,USA,2023-06-27
773,397,30.25,2,Electronics,NYC,USA,2023-06-04
774,7,68.95,1,Books,Vancouver,Canada,2023-05-11
775,445,33.99,2,Clothing,London,UK,2023-08-30
776,42,82.13,1,Electronics,Lyon,France,2023-05-08
777,18,43.83,5,Books,Chicago,USA,2023-03-06
778,487,10.02,1,Electronics,LA,USA,2023-07-21
779,374,88.97,2,Home,Paris,France,2023-03-28
780,490,137.06,4,Electronics,Munich,Germany,2023-05-20
781,240,110.16,2,Clothing,Paris,France,2023-09-01
782,66,99.17,1,Clothing,NYC,USA,2023-09-08
783,89,52.47,1,Clothing,London,UK,2023-01-14
784,59,75.44,1,Electronics,NYC,USA,2023-05-01
785,419,90.1,1,Clothing,NYC,USA,2023-09-10
786,95,142.85,3,Books,Lyon,France,2023-08-26
787,199,151.99,1,Home,Vancouver,Canada,2023-04-16
788,361,15.46,2,Electronics,Munich,Germany,2023-06-14
789,256,112.73,2,Clothing,Berlin,Germany,2023-12-03
790,171,150.28,2,Books,Vancouver,Canada,2023-06-17
791,485,65.04,2,Clothing,LA,USA,2023-10-14
792,215,63.62,2,Clothing,Munich,Germany,2023-05-16
793,497,44.59,1,Books,Paris,France,2023-09-08
794,100,104.05,1,Books,Lyon,France,2023-08-11
795,24,126.98,2,Electronics,Chicago,USA,2023-02-08
796,208,34.01,1,Home,London,UK,2023-07-04
797,212,85.08,1,Books,LA,USA,2023-05-22
798,198,87.83,1,Electronics,Berlin,Germany,2023-10-01
799,173,91.4,2,Clothing,LA,USA,2023-05-07
800,348,75.78,1,Electronics,NYC,USA,2023-07-26
801,24,96.46,5,Clothing,NYC,USA,2023-03-25
802,227,8.4,1,Home,Manchester,UK,2023-03-24
803,220,26.6,2,Home,LA,USA,2023-07-01
804,283,53.67,1,Books,Berlin,Germany,2023-03-02
805,253,141.3,3,Clothing,Paris,France,2023-03-05
806,417,33.15,3,Home,LA,USA,2023-12-02
807,494,146.43,1,Home,LA,USA,2023-06-14
808,70,57.36,2,Home,Toronto,Canada,2023-01-28
809,79,41.14,3,Electronics,Munich,Germany,2023-08-14
810,297,49.21,1,Electronics,Manchester,UK,2023-08-28
811,96,130.19,2,Clothing,Lyon,France,2023-06-17
812,44,23.25,1,Home,Berlin,Germany,2023-05-03
813,186,120.18,2,Home,Lyon,France,2023-08-23
814,66,84.09,1,Electronics,LA,USA,2023-12-19
815,409,32.74,1,Books,Paris,France,2023-06-13
816,425,106.2,1,Home,NYC,USA,2023-12-14
817,444,41.63,1,Books,Toronto,Canada,2023-11-18
818,245,53.43,1,Home,NYC,USA,2023-02-10
819,305,38.58,3,Clothing,LA,USA,2023-01-25
820,125,62.53,2,Clothing,Vancouver,Canada,2023-09-30
821,434,125.96,2,Books,Toronto,Canada,2023-07-12
822,437,127.54,4,Electronics,Manchester,UK,2023-08-21
823,484,78.0,2,Books,Munich,Germany,2023-05-24
824,217,69.14,2,Clothing,LA,USA,2023-05-08
825,69,53.58,1,Clothing,LA,USA,2023-08-17
826,217,84.57,1,Home,NYC,USA,2023-09-14
827,422,79.95,1,Electronics,NYC,USA,2023-10-27
828,232,54.05,1,Books,LA,USA,2023-03-05
829,94,110.76,3,Electronics,Chicago,USA,2023-06-02
830,69,68.95,1,Books,NYC,USA,2023-10-05
831,231,41.7,1,Electronics,Chicago,USA,2023-04-25
832,104,54.16,3,Books,Vancouver,Canada,2023-12-18
833,56,123.28,3,Books,Toronto,Canada,2023-07-12
834,218,144.5,3,Clothing,NYC,USA,2023-03-16
835,60,16.73,1,Books,Manchester,UK,2023-05-31
836,392,41.06,1,Clothing,Toronto,Canada,2023-06-20
837,464,57.65,1,Home,NYC,USA,2023-07-10
838,300,55.13,2,Home,NYC,USA,2023-07-29
839,374,162.62,3,Electronics,Paris,France,2023-01-07
840,77,93.91,2,Books,Berlin,Germany,2023-04-18
841,28,165.62,2,Books,Paris,France,2023-09-27
842,237,23.58,2,Electronics,Toronto,Canada,2023-09-27
843,166,42.06,2,Electronics,Manchester,UK,2023-11-10
844,368,105.31,1,Books,Chicago,USA,2023-12-28
845,341,97.43,2,Electronics,Lyon,France,2023-06-04
846,174,52.82,1,Books,Toronto,Canada,2023-12-22
847,368,58.05,2,Home,Chicago,USA,2023-05-13
848,131,57.09,2,Home,Toronto,Canada,2023-01-05
849,329,50.29,1,Home,Toronto,Canada,2023-01-25
850,164,157.97,2,Electronics,Munich,Germany,2023-12-11
851,126,42.32,2,Electronics,NYC,USA,2023-10-12
852,90,64.1,1,Books,Munich,Germany,2023-08-26
853,379,122.4,3,Electronics,London,UK,2023-11-26
854,110,110.73,1,Clothing,Toronto,Canada,2023-01-31
855,146,101.3,1,Clothing,Paris,France,2023-07-05
856,86,119.11,2,Books,Toronto,Canada,2023-11-22
857,93,83.78,1,Home,Toronto,Canada,2023-12-18
858,18,70.12,2,Home,LA,USA,2023-03-29
859,43,48.11,1,Home,Munich,Germany,2023-09-13
860,73,78.84,1,Clothing,Berlin,Germany,2023-02-13
861,265,92.49,1,Clothing,Chicago,USA,2023-08-16
862,309,62.93,1,Books,NYC,USA,2023-08-10
863,179,113.47,1,Home,LA,USA,2023-05-09
864,411,103.18,2,Clothing,Chicago,USA,2023-04-04
865,283,52.5,2,Electronics,Berlin,Germany,2023-09-29
866,347,137.6,4,Electronics,Paris,France,2023-02-04
867,41,129.3,3,Electronics,LA,USA,2023-10-28
868,367,100.62,3,Electronics,NYC,USA,2023-01-04
869,250,57.61,3,Home,Chicago,USA,2023-09-21
870,63,61.03,2,Electronics,LA,USA,2023-10-23
871,170,112.71,3,Home,NYC,USA,2023-12-28
872,321,100.0,2,Books,Lyon,France,2023-01-23
873,314,29.65,2,Electronics,Lyon,France,2023-12-05
874,352,83.83,2,Home,Vancouver,Canada,2023-03-17
875,375,37.51,1,Electronics,Toronto,Canada,2023-12-09
876,459,96.73,4,Books,LA,USA,2023-07-11
877,146,51.47,1,Books,Lyon,France,2023-04-02
878,213,86.73,3,Home,Chicago,USA,2023-04-04
879,360,95.83,3,Home,Manchester,UK,2023-01-05
880,184,144.38,3,Books,NYC,USA,2023-02-20
881,171,125.42,2,Books,Toronto,Canada,2023-02-21
882,444,5.0,1,Clothing,Toronto,Canada,2023-12-10
883,402,99.49,3,Electronics,Munich,Germany,2023-03-12
884,447,102.17,2,Clothing,LA,USA,2023-02-14
885,249,62.35,3,Home,Munich,Germany,2023-01-22
886,62,13.44,1,Clothing,LA,USA,2023-08-10
887,215,90.92,1,Books,Berlin,Germany,2023-01-15
888,314,82.3,1,Books,Paris,France,2023-06-14
889,421,49.64,2,Clothing,Paris,France,2023-01-11
890,195,104.75,2,Clothing,LA,USA,2023-10-22
891,273,103.76,3,Home,LA,USA,2023-02-21
892,8,15.67,3,Clothing,Paris,France,2023-05-13
893,153,63.57,1,Books,Paris,France,2023-02-01
894,263,5.0,2,Electronics,Berlin,Germany,2023-10-11
895,300,88.19,1,Home,Chicago,USA,2023-04-14
896,207,119.41,3,Home,Chicago,USA,2023-09-05
897,330,45.61,3,Home,NYC,USA,2023-04-08
898,196,81.48,2,Home,Berlin,Germany,2023-07-08
899,265,72.42,1,Books,LA,USA,2023-04-12
900,191,78.75,2,Books,Berlin,Germany,2023-07-04
901,48,40.89,1,Clothing,LA,USA,2023-10-15
902,164,124.7,2,Clothing,Munich,Germany,2023-10-10
903,489,103.76,2,Books,London,UK,2023-04-18
904,247,120.52,2,Clothing,NYC,USA,2023-12-13
905,341,74.18,1,Clothing,Paris,France,2023-02-07
906,53,52.73,2,Electronics,Paris,France,2023-02-15
907,13,37.4,1,Electronics,Munich,Germany,2023-10-08
908,288,45.75,3,Books,London,UK,2023-09-29
909,376,5.0,1,Clothing,LA,USA,2023-12-01
910,82,83.23,1,Home,Vancouver,Canada,2023-09-14
911,255,30.54,1,Electronics,Vancouver,Canada,2023-08-08
912,111,53.55,3,Home,Lyon,France,2023-05-16
913,289,45.35,1,Electronics,Vancouver,Canada,2023-03-07
914,165,123.01,1,Home,LA,USA,2023-02-01
915,44,34.18,1,Electronics,Berlin,Germany,2023-06-24
916,325,140.64,4,Clothing,Toronto,Canada,2023-05-08
917,72,55.07,1,Books,NYC,USA,2023-12-21
918,55,91.67,2,Home,Manchester,UK,2023-12-09
919,366,109.37,1,Books,Chicago,USA,2023-04-12
920,312,87.81,1,Electronics,NYC,USA,2023-02-15
921,417,71.91,1,Clothing,Chicago,USA,2023-10-12
922,264,36.37,2,Home,Toronto,Canada,2023-09-30
923,417,32.14,1,Books,Chicago,USA,2023-07-29
924,334,109.66,2,Electronics,Chicago,USA,2023-08-06
925,304,55.88,1,Clothing,Lyon,France,2023-03-23
926,85,62.97,1,Home,Lyon,France,2023-03-30
927,208,82.64,1,Books,Manchester,UK,2023-01-08
928,453,119.75,2,Books,Vancouver,Canada,2023-06-30
929,254,122.43,1,Books,LA,USA,2023-12-03
930,358,35.95,1,Home,Berlin,Germany,2023-02-13
931,443,40.73,1,Clothing,LA,USA,2023-02-21
932,183,86.07,2,Clothing,Toronto,Canada,2023-05-25
933,334,38.95,3,Clothing,NYC,USA,2023-09-26
934,387,88.24,2,Clothing,Chicago,USA,2023-01-10
935,353,75.61,3,Home,Chicago,USA,2023-01-16
936,483,51.79,1,Books,NYC,USA,2023-08-07
937,401,115.92,2,Electronics,Paris,France,2023-10-06
938,454,46.08,4,Books,LA,USA,2023-05-23
939,445,5.0,1,Clothing,Manchester,UK,2023-03-11
940,265,75.37,1,Electronics,NYC,USA,2023-01-01
941,287,58.24,1,Books,LA,USA,2023-10-01
942,122,81.69,1,Electronics,NYC,USA,2023-07-21
943,256,40.84,4,Electronics,Munich,Germany,2023-03-19
944,262,176.44,1,Home,Manchester,UK,2023-01-01
945,302,191.85,3,Books,NYC,USA,2023-03-07
946,52,107.16,1,Books,London,UK,2023-03-14
947,203,65.11,3,Clothing,Toronto,Canada,2023-04-30
948,163,52.6,1,Electronics,Manchester,UK,2023-05-15
949,494,61.24,1,Electronics,LA,USA,2023-12-11
950,293,46.4,2,Electronics,Berlin,Germany,2023-01-23
951,192,79.31,1,Clothing,Paris,France,2023-01-06
952,354,48.73,2,Books,Paris,France,2023-06-18
953,408,41.57,1,Home,Berlin,Germany,2023-04-03
954,420,132.53,3,Books,NYC,USA,2023-09-30
955,107,49.06,4,Clothing,NYC,USA,2023-07-15
956,419,48.72,1,Clothing,NYC,USA,2023-05-03
957,40,64.45,1,Clothing,NYC,USA,2023-11-07
958,32,45.53,2,Clothing,NYC,USA,2023-05-04
959,220,80.11,1,Clothing,NYC,USA,2023-10-11
960,404,53.31,1,Electronics,NYC,USA,2023-08-26
961,382,76.08,3,Electronics,LA,USA,2023-12-22
962,499,100.1,3,Clothing,Manchester,UK,2023-06-14
963,216,55.38,2,Books,LA,USA,2023-07-26
964,68,66.58,2,Clothing,LA,USA,2023-09-18
965,125,90.91,4,Clothing,Vancouver,Canada,2023-05-08
966,382,91.07,1,Books,NYC,USA,2023-12-31
967,420,155.66,1,Home,LA,USA,2023-06-14
968,97,34.37,1,Clothing,LA,USA,2023-10-19
969,11,27.98,1,Clothing,Lyon,France,2023-06-19
970,11,67.99,3,Books,Lyon,France,2023-05-11
971,70,59.51,1,Clothing,Toronto,Canada,2023-06-12
972,130,44.24,1,Electronics,London,UK,2023-05-28
973,498,10.29,1,Clothing,NYC,USA,2023-06-23
974,136,54.93,2,Home,Vancouver,Canada,2023-02-17
